Agent,Episode,Stage,Action,Reward_Step,Raw_WRS,Raw_ATE,Raw_DIE,Penalty_Fairness
Q-Learning (WRS Only),46,14,None,0.0,0.0,0.0,0.0,0.0
Q-Learning (WRS Only),46,15,None,0.0,0.0,0.0,0.0,0.0
Q-Learning (WRS Only),47,1,m4,-2.6843961921842014,0.3314480397589225,0.19196697174364494,0.014479275601571279,3.6040659096206507
Q-Learning (WRS Only),47,2,m4,-6.315658011343203,0.6558923508906067,0.1684135147587872,0.04704348250125037,7.499793158931075
Q-Learning (WRS Only),47,3,m2,-10.163649697491067,0.9071631418699253,0.13742223173315476,0.09831202980616804,11.037872014822614
Q-Learning (WRS Only),47,4,m4,-10.42053135740518,0.8908360742209541,0.10665207959233634,0.10393457055595008,10.987052153328543
Q-Learning (WRS Only),47,5,m4,-11.600816628115918,0.9338548174146415,0.08024641758445449,0.12823663149070247,11.903280803960463
Q-Learning (WRS Only),47,6,m4,-11.801975724185494,0.9684652398685455,0.0852011909420611,0.12346676174603252,12.153987633606105
Q-Learning (WRS Only),47,7,m2,-12.711357778620751,1.0011112908369166,0.06758257167127084,0.14380352934821466,12.88718349533346
Q-Learning (WRS Only),47,8,m2,-12.455920136317708,1.0167730909199775,0.0849287869156739,0.1318738548137336,12.805208005474448
Q-Learning (WRS Only),47,9,m4,-10.115374950709574,0.8017288973946202,0.06227146790635723,0.11104003279134728,10.238089629773146
Q-Learning (WRS Only),47,10,m4,-11.295503981473969,0.9209527383005885,0.07916668750739159,0.11888217367709997,11.587170856547885
Q-Learning (WRS Only),47,11,None,0.0,0.0,0.0,0.0,0.0
Q-Learning (WRS Only),47,12,None,0.0,0.0,0.0,0.0,0.0
Q-Learning (WRS Only),47,13,None,0.0,0.0,0.0,0.0,0.0
Q-Learning (WRS Only),47,14,None,0.0,0.0,0.0,0.0,0.0
Q-Learning (WRS Only),47,15,None,0.0,0.0,0.0,0.0,0.0
Q-Learning (WRS Only),48,1,m4,-3.5551386954031985,0.41666029051085857,0.19771270336403388,0.018283141196747565,4.532265729043537
Q-Learning (WRS Only),48,2,m4,-5.861394098540325,0.6511804968259147,0.19610191605299895,0.04053041454055839,7.322413259070315
Q-Learning (WRS Only),48,3,m2,-10.85813322796682,0.9371641377767449,0.12259217619557128,0.11062068060775407,11.584054989922532
Q-Learning (WRS Only),48,4,m4,-10.832863664936934,0.9188140485826886,0.1029582073316327,0.1087152626213188,11.36244573825326
Q-Learning (WRS Only),48,5,m4,-12.072516613646563,0.9734253553207153,0.0832265989645642,0.1335264525042526,12.404782603292205
Q-Learning (WRS Only),48,6,m4,-12.303727295851349,0.9815592689937198,0.07045528143877008,0.13463437101509262,12.508280110239049
Q-Learning (WRS Only),48,7,m2,-13.567543834898158,1.0435483095284614,0.05095071998692387,0.15707839697413917,13.577051034767397
Q-Learning (WRS Only),48,8,m2,-12.982618054101934,1.03334489836167,0.0676517511417376,0.14128432909513058,13.15913556551931
Q-Learning (WRS Only),48,9,m4,-10.688249710337917,0.8190197668468132,0.04202776161026792,0.12091648289862322,10.608527326440596
Q-Learning (WRS Only),48,10,m4,-12.326392439399667,0.9647561623197475,0.05759105412115123,0.13773706787068515,12.402302980611179
Q-Learning (WRS Only),48,11,None,0.0,0.0,0.0,0.0,0.0
Q-Learning (WRS Only),48,12,None,0.0,0.0,0.0,0.0,0.0
Q-Learning (WRS Only),48,13,None,0.0,0.0,0.0,0.0,0.0
Q-Learning (WRS Only),48,14,None,0.0,0.0,0.0,0.0,0.0
Q-Learning (WRS Only),48,15,None,0.0,0.0,0.0,0.0,0.0
Q-Learning (WRS Only),49,1,m4,-3.011957807165763,0.37365969444271857,0.1981860404565054,0.012861063365181558,3.993818211730817
Q-Learning (WRS Only),49,2,m4,-6.725911944948244,0.6831828862315965,0.16651518306894195,0.052961745666084914,7.891063775637663
Q-Learning (WRS Only),49,3,m2,-11.899086492515714,1.0236802130603997,0.12139847467054744,0.11881345543085949,12.613071239221188
Q-Learning (WRS Only),49,4,m4,-11.636451973920781,0.9759416168314452,0.10291586821663548,0.12030972438863416,12.165610656087136
Q-Learning (WRS Only),49,5,m4,-12.770106514324977,1.031780942152734,0.08193143883682208,0.13858057405829294,13.089420902693199
Q-Learning (WRS Only),49,6,m4,-14.085271078629932,1.1185735394523868,0.07527972890785593,0.15761664865923125,14.338068367708491
Q-Learning (WRS Only),49,7,m2,-14.954717670949519,1.1642327447750058,0.06180481587890044,0.17152191909942321,15.072765829738524
Q-Learning (WRS Only),49,8,m2,-14.809740926553951,1.1734541372993146,0.05993159376131456,0.15872577455869752,14.909056864167097
Q-Learning (WRS Only),49,9,m4,-12.374325848637465,0.9457841216781487,0.035412478570908935,0.13853047087825332,12.228450634346554
Q-Learning (WRS Only),49,10,m4,-13.841070641826327,1.0874319637543772,0.06123267343677185,0.15395388693251363,13.953397376194046
Q-Learning (WRS Only),49,11,None,0.0,0.0,0.0,0.0,0.0
Q-Learning (WRS Only),49,12,None,0.0,0.0,0.0,0.0,0.0
Q-Learning (WRS Only),49,13,None,0.0,0.0,0.0,0.0,0.0
Q-Learning (WRS Only),49,14,None,0.0,0.0,0.0,0.0,0.0
Q-Learning (WRS Only),49,15,None,0.0,0.0,0.0,0.0,0.0
Q-Learning (WRS Only),50,1,m4,-3.058297620704215,0.3841708775313405,0.20680931691657237,0.014234100727826687,4.126390789869939
Q-Learning (WRS Only),50,2,m4,-6.905805030544595,0.7224102217936357,0.17490520329529802,0.04653774227806093,8.154857063497575
Q-Learning (WRS Only),50,3,m2,-11.236722255004999,0.9938187656702022,0.13223977899400444,0.10604661941215113,12.059120044945043
Q-Learning (WRS Only),50,4,m4,-11.51646612014779,0.9598838379942144,0.10415947387885822,0.12296112394971138,12.058060858936372
Q-Learning (WRS Only),50,5,m4,-12.804939066209803,1.0445283895853423,0.08428650547247162,0.13512601125405482,13.14780412093452
Q-Learning (WRS Only),50,6,m4,-12.961469051964592,1.0298173577627772,0.07228025051962897,0.14430489897665552,13.184271557160882
Q-Learning (WRS Only),50,7,m2,-14.067528280083412,1.1111874252651879,0.0706963604401136,0.1581308815916334,14.274491884484547
Q-Learning (WRS Only),50,8,m2,-13.060280562264685,1.0604097396335592,0.08210577095521379,0.1388620437740615,13.381338271816823
Q-Learning (WRS Only),50,9,m4,-11.349657133739257,0.8635553134040501,0.043379658176818825,0.13239502907334716,11.283453715507445
Q-Learning (WRS Only),50,10,m4,-12.777234260271275,0.9997123047251681,0.060768412180440316,0.1443897667411998,12.884918382075679
Q-Learning (WRS Only),50,11,None,0.0,0.0,0.0,0.0,0.0
Q-Learning (WRS Only),50,12,None,0.0,0.0,0.0,0.0,0.0
Q-Learning (WRS Only),50,13,None,0.0,0.0,0.0,0.0,0.0
Q-Learning (WRS Only),50,14,None,0.0,0.0,0.0,0.0,0.0
Q-Learning (WRS Only),50,15,None,0.0,0.0,0.0,0.0,0.0
Q-Learning (WRS Only),51,1,m4,-3.2778966569479504,0.39675271438647014,0.19244734744825528,0.011742149378290073,4.202370131430503
Q-Learning (WRS Only),51,2,m4,-7.052144421403348,0.7141138036118183,0.16200308998729152,0.051551864257904034,8.172175321276264
Q-Learning (WRS Only),51,3,m2,-11.337131506604196,0.9755087858696785,0.12446813513831145,0.11633624996452632,12.08181285798731
Q-Learning (WRS Only),51,4,m4,-11.833240604325033,0.9881061634065537,0.09514775656403296,0.12018282679499123,12.284718169965362
Q-Learning (WRS Only),51,5,m4,-13.231378181662652,1.0601090789072127,0.0788924568739557,0.14596059806650408,13.520302750402209
Q-Learning (WRS Only),51,6,m4,-13.280150242840435,1.0558875747127252,0.07223901783684243,0.14718323370408037,13.50254042120886
Q-Learning (WRS Only),51,7,m2,-14.52741241176658,1.1132055074141978,0.05159346760469064,0.17056460068357543,14.543347087813487
Q-Learning (WRS Only),51,8,m2,-13.588477868068743,1.0722553036796802,0.06904988514207425,0.15282118413463408,13.778976719489485
Q-Learning (WRS Only),51,9,m4,-11.452274106219054,0.8902401053309579,0.05571756671633985,0.1303524360036437,11.509449773382453
Q-Learning (WRS Only),51,10,m4,-13.082469130463236,1.040089892558658,0.06960591397797578,0.14388146723282075,13.278528270242994
Q-Learning (WRS Only),51,11,None,0.0,0.0,0.0,0.0,0.0
Q-Learning (WRS Only),51,12,None,0.0,0.0,0.0,0.0,0.0
Q-Learning (WRS Only),51,13,None,0.0,0.0,0.0,0.0,0.0
Q-Learning (WRS Only),51,14,None,0.0,0.0,0.0,0.0,0.0
Q-Learning (WRS Only),51,15,None,0.0,0.0,0.0,0.0,0.0
Q-Learning (WRS Only),52,1,m4,-3.1103375940297955,0.3903230756912305,0.20240505697099326,0.011557870341371151,4.134388163739728
Q-Learning (WRS Only),52,2,m4,-6.893122141182139,0.7437024136305626,0.18112766525844612,0.03836873287304873,8.2043987937666
Q-Learning (WRS Only),52,3,m2,-11.88335179850625,1.060285078597424,0.12459163561184926,0.10132086843252518,12.629268154624743
Q-Learning (WRS Only),52,4,m4,-12.186798259693507,1.0469209988560437,0.09661170538464028,0.10918526624897373,12.65291531353991
Q-Learning (WRS Only),52,5,m4,-13.375579970092742,1.1076410780209203,0.07595790846049254,0.12793741372442324,13.635159054697668
Q-Learning (WRS Only),52,6,m4,-14.215949161549334,1.1536847253981386,0.06618021609175019,0.14204520342427251,14.377751322466835
Q-Learning (WRS Only),52,7,m2,-15.017304232783168,1.1954537005088974,0.05150294824945947,0.15388983550943944,15.032333715277764
Q-Learning (WRS Only),52,8,m2,-14.548334099021172,1.172802999130369,0.05487479165776794,0.14345260121475817,14.597082015598852
Q-Learning (WRS Only),52,9,m4,-12.006397779866406,0.9598300264091798,0.04212425090737376,0.1164670012424173,11.927640288940143
Q-Learning (WRS Only),52,10,m4,-13.415670380623094,1.0798148498547948,0.05095337575478149,0.13135278198114791,13.425204138170908
Q-Learning (WRS Only),52,11,None,0.0,0.0,0.0,0.0,0.0
Q-Learning (WRS Only),52,12,None,0.0,0.0,0.0,0.0,0.0
Q-Learning (WRS Only),52,13,None,0.0,0.0,0.0,0.0,0.0
Q-Learning (WRS Only),52,14,None,0.0,0.0,0.0,0.0,0.0
Q-Learning (WRS Only),52,15,None,0.0,0.0,0.0,0.0,0.0
Q-Learning (WRS Only),53,1,m4,-2.9108382458064197,0.36451347615896434,0.1982300999382662,0.012400224179971941,3.893139245189082
Q-Learning (WRS Only),53,2,m4,-5.8540176719354236,0.6537289818384261,0.18568618457623212,0.03367948496567419,7.2108795176977445
Q-Learning (WRS Only),53,3,m2,-10.741065155718225,0.9595175412123023,0.1345273528824289,0.09955816362097458,11.586338684542515
Q-Learning (WRS Only),53,4,m4,-11.2338003470925,0.9463810104435679,0.09985617730842364,0.1134276007870528,11.732362120176736
Q-Learning (WRS Only),53,5,m4,-12.102828190333696,0.974372655189196,0.07492092357987763,0.13041554371202563,12.352037426132473
Q-Learning (WRS Only),53,6,m4,-12.637378971005072,1.0125645981109646,0.07878689970877711,0.13998009934915986,12.925247968092844
Q-Learning (WRS Only),53,7,m2,-13.705839198143043,1.0667335180652868,0.0635684014037018,0.1587094015763596,13.84152321218006
Q-Learning (WRS Only),53,8,m2,-13.4268950006512,1.0621608893764116,0.06737593105540676,0.1489522708720577,13.600654311205268
Q-Learning (WRS Only),53,9,m4,-10.73074601688141,0.8220212084606962,0.042912143060735264,0.12198276814409006,10.659867447488763
Q-Learning (WRS Only),53,10,m4,-12.501600175724876,0.9807818256310834,0.06111752100104008,0.14024785647122212,12.612775385735278
Q-Learning (WRS Only),53,11,None,0.0,0.0,0.0,0.0,0.0
Q-Learning (WRS Only),53,12,None,0.0,0.0,0.0,0.0,0.0
Q-Learning (WRS Only),53,13,None,0.0,0.0,0.0,0.0,0.0
Q-Learning (WRS Only),53,14,None,0.0,0.0,0.0,0.0,0.0
Q-Learning (WRS Only),53,15,None,0.0,0.0,0.0,0.0,0.0
Q-Learning (WRS Only),54,1,m4,-3.3879029063040527,0.41001333687288216,0.19380674458340988,0.011291849170466522,4.325970352138151
Q-Learning (WRS Only),54,2,m4,-7.282739276451439,0.7572206045354712,0.16748830913631374,0.044270816122993134,8.457622367814576
Q-Learning (WRS Only),54,3,m2,-12.20308778457443,1.0903625580752614,0.12842531853306502,0.10418576945762337,12.98734096990508
Q-Learning (WRS Only),54,4,m4,-13.104406201999437,1.1357845962732915,0.09857323745462714,0.11161463069063966,13.590138576545709
Q-Learning (WRS Only),54,5,m4,-13.785597320428376,1.1523155682429778,0.0784583788520469,0.12735127132595334,14.070181108948844
Q-Learning (WRS Only),54,6,m4,-14.462814259732276,1.2032697452979764,0.07390861906025714,0.13346014986775423,14.701900450334849
Q-Learning (WRS Only),54,7,m2,-15.472182224956654,1.25204455365325,0.051386465720779116,0.14828006728159723,15.486046882164445
Q-Learning (WRS Only),54,8,m2,-14.68373671960872,1.20443870147061,0.06484042219890566,0.1393876963445838,14.832140941597777
Q-Learning (WRS Only),54,9,m4,-12.283729008404897,0.9859901508429466,0.0427225344266314,0.1175526422120872,12.21095435267121
Q-Learning (WRS Only),54,10,m4,-14.024340741906341,1.1545662437633641,0.06306506536161414,0.13046644789444212,14.154991395522483
Q-Learning (WRS Only),54,11,None,0.0,0.0,0.0,0.0,0.0
Q-Learning (WRS Only),54,12,None,0.0,0.0,0.0,0.0,0.0
Q-Learning (WRS Only),54,13,None,0.0,0.0,0.0,0.0,0.0
Q-Learning (WRS Only),54,14,None,0.0,0.0,0.0,0.0,0.0
Q-Learning (WRS Only),54,15,None,0.0,0.0,0.0,0.0,0.0
Q-Learning (WRS Only),55,1,m4,-3.2312035951707174,0.395839970319,0.18436812641864697,0.005824257808359379,4.074884859357187
Q-Learning (WRS Only),55,2,m4,-6.9320636564851945,0.6950812508107312,0.16823860062232412,0.058181857730056186,8.114449662708436
Q-Learning (WRS Only),55,3,m2,-11.321626315380986,0.9618104130213218,0.12428150316267556,0.12231686083972623,12.064441347007742
Q-Learning (WRS Only),55,4,m4,-11.413965806751923,0.9361279233821899,0.1035226755083315,0.12939566640066696,11.949192561835238
Q-Learning (WRS Only),55,5,m4,-12.762773256095095,0.9840149198220399,0.07599431660348568,0.15912836119547763,13.022716422129951
Q-Learning (WRS Only),55,6,m4,-12.97681170739531,1.010666486931723,0.08107996600230231,0.1590473249050552,13.287611367418334
Q-Learning (WRS Only),55,7,m2,-14.199450267790235,1.0804499707744233,0.06418059894489798,0.17683782747474908,14.341256257239214
Q-Learning (WRS Only),55,8,m2,-13.0017587015306,1.030294563681449,0.08788602075550074,0.15388366361355593,13.380618909085607
Q-Learning (WRS Only),55,9,m4,-11.205850775186683,0.8221348425101022,0.039204262878588025,0.14382724894357707,11.097893403972563
Q-Learning (WRS Only),55,10,m4,-12.64685428438675,0.9788147619002752,0.0634786117015425,0.1496746391199712,12.781640401402175
Q-Learning (WRS Only),55,11,None,0.0,0.0,0.0,0.0,0.0
Q-Learning (WRS Only),55,12,None,0.0,0.0,0.0,0.0,0.0
Q-Learning (WRS Only),55,13,None,0.0,0.0,0.0,0.0,0.0
Q-Learning (WRS Only),55,14,None,0.0,0.0,0.0,0.0,0.0
Q-Learning (WRS Only),55,15,None,0.0,0.0,0.0,0.0,0.0
Q-Learning (WRS Only),56,1,m4,-3.521814368194667,0.42686808805911514,0.1965459775995187,0.010929663179935128,4.487274144189854
Q-Learning (WRS Only),56,2,m4,-7.380816785707669,0.8067553098137715,0.17882396794709104,0.030075168352043186,8.66905646517858
Q-Learning (WRS Only),56,3,m2,-12.35533114774977,1.133323603286557,0.128787479310651,0.09049849539953544,13.14320594085628
Q-Learning (WRS Only),56,4,m4,-12.873360058013263,1.1397253388577278,0.10065484458014105,0.09913275576186979,13.379908503814674
Q-Learning (WRS Only),56,5,m4,-13.915093483898382,1.1896425630886414,0.07197633355692679,0.1119215594290617,14.134856819467648
Q-Learning (WRS Only),56,6,m4,-14.156317489613928,1.2039792540678893,0.07201221888184554,0.11683235688767458,14.376439678432384
Q-Learning (WRS Only),56,7,m2,-15.52771502070776,1.2893193800253184,0.0582077895988516,0.13582995582215446,15.609792916696275
Q-Learning (WRS Only),56,8,m2,-15.128108962407826,1.2585580550037767,0.05790136853269374,0.13107710488484986,15.207122647734764
Q-Learning (WRS Only),56,9,m4,-12.004264833079185,1.0029860827070047,0.0597322879508705,0.1035863442758921,12.10158771258789
Q-Learning (WRS Only),56,10,m4,-13.98771090756598,1.178986743104086,0.06092193863602184,0.11535314314426694,14.096930293926198
Q-Learning (WRS Only),56,11,None,0.0,0.0,0.0,0.0,0.0
Q-Learning (WRS Only),56,12,None,0.0,0.0,0.0,0.0,0.0
Q-Learning (WRS Only),56,13,None,0.0,0.0,0.0,0.0,0.0
Q-Learning (WRS Only),56,14,None,0.0,0.0,0.0,0.0,0.0
Q-Learning (WRS Only),56,15,None,0.0,0.0,0.0,0.0,0.0
Q-Learning (WRS Only),57,1,m4,-2.8151061939736164,0.33752224900304967,0.19149290010100722,0.01774063524765962,3.7300351949836887
Q-Learning (WRS Only),57,2,m4,-6.293180764639996,0.6481062542028306,0.16384269905995935,0.04752726066056415,7.43160775523959
Q-Learning (WRS Only),57,3,m2,-10.78953737165616,0.9313715048088198,0.12716570118623877,0.11237396677151748,11.561194383518547
Q-Learning (WRS Only),57,4,m4,-11.687437352307832,0.9629977738681682,0.09938558807872372,0.12756577472066938,12.181293233095069
Q-Learning (WRS Only),57,5,m4,-12.619119767277128,1.005354149464384,0.07235256167246945,0.13945519446789914,12.842645384001823
Q-Learning (WRS Only),57,6,m4,-12.972268844834556,1.026180808311831,0.06939030081436574,0.14521818849299517,13.166171852978213
Q-Learning (WRS Only),57,7,m2,-13.86194896073171,1.0766809027289075,0.0630115919619537,0.1612627926531086,13.992064880351247
Q-Learning (WRS Only),57,8,m2,-13.137429404565884,1.0515757142857138,0.08217909218332918,0.1471731591771019,13.459220326399176
Q-Learning (WRS Only),57,9,m4,-10.912608388336231,0.8321416215106728,0.05312438071108893,0.1311217990170197,10.943852195447121
Q-Learning (WRS Only),57,10,m4,-12.562453212267936,0.9903733126124009,0.06567681354090746,0.14077441107765004,12.71922134767701
Q-Learning (WRS Only),57,11,None,0.0,0.0,0.0,0.0,0.0
Q-Learning (WRS Only),57,12,None,0.0,0.0,0.0,0.0,0.0
Q-Learning (WRS Only),57,13,None,0.0,0.0,0.0,0.0,0.0
Q-Learning (WRS Only),57,14,None,0.0,0.0,0.0,0.0,0.0
Q-Learning (WRS Only),57,15,None,0.0,0.0,0.0,0.0,0.0
Q-Learning (WRS Only),58,1,m4,-3.6104767146453742,0.43651265400648476,0.19600368047524722,0.01026934896664991,4.570513519397847
Q-Learning (WRS Only),58,2,m4,-7.828962125373613,0.8357075943448248,0.1827814245512071,0.03998502137187185,9.156776370885684
Q-Learning (WRS Only),58,3,m2,-13.54016365086267,1.175623547056618,0.11242568124632578,0.12040924963798734,14.164420463325929
Q-Learning (WRS Only),58,4,m4,-13.340582177431088,1.1442506941044133,0.09954297610101759,0.11967524986985653,13.836011938441263
Q-Learning (WRS Only),58,5,m4,-14.00594267366319,1.150853199232449,0.07807054532323345,0.13890580672855168,14.286648126895525
Q-Learning (WRS Only),58,6,m4,-14.426651787574658,1.1694253702110768,0.06373690761318983,0.14348835807978938,14.564020863706556
Q-Learning (WRS Only),58,7,m2,-15.727210722262589,1.2276655400427898,0.04528137640286677,0.17016845429316788,15.680024486291256
Q-Learning (WRS Only),58,8,m2,-15.083188965501526,1.2136137912172742,0.06403329017009088,0.15436919775148458,15.223521867202434
Q-Learning (WRS Only),58,9,m4,-12.829499790524054,1.0005225474756831,0.03606486337706935,0.13424614747689587,12.690148424294748
Q-Learning (WRS Only),58,10,m4,-14.818637400869678,1.1697318591058465,0.05271646708952376,0.15742417403532244,14.845802071764915
Q-Learning (WRS Only),58,11,None,0.0,0.0,0.0,0.0,0.0
Q-Learning (WRS Only),58,12,None,0.0,0.0,0.0,0.0,0.0
Q-Learning (WRS Only),58,13,None,0.0,0.0,0.0,0.0,0.0
Q-Learning (WRS Only),58,14,None,0.0,0.0,0.0,0.0,0.0
Q-Learning (WRS Only),58,15,None,0.0,0.0,0.0,0.0,0.0
Q-Learning (WRS Only),59,1,m4,-2.8887971688727037,0.3464076458857412,0.1966498122575839,0.019560941629556516,3.8552952914485425
Q-Learning (WRS Only),59,2,m4,-6.565411089294991,0.6769532204591242,0.16140268890290493,0.045495288686639934,7.6794379783240405
Q-Learning (WRS Only),59,3,m2,-10.855224127003723,0.9269972708839753,0.11434206932255735,0.11143360556947719,11.498644820229297
Q-Learning (WRS Only),59,4,m4,-10.873117470667173,0.9145402452413695,0.09883941817827153,0.1108054600018097,11.361511652449888
Q-Learning (WRS Only),59,5,m4,-12.053036752016734,0.9489170931359903,0.06727727514403656,0.13683192860485982,12.2258095034571
Q-Learning (WRS Only),59,6,m4,-12.334746038082002,0.9757712759922078,0.07344785411797525,0.14057559096698383,12.569224579261755
Q-Learning (WRS Only),59,7,m2,-12.802082519932586,0.9931098516712189,0.06802458821659411,0.15256149426931687,12.982328402098528
Q-Learning (WRS Only),59,8,m2,-12.655452698862641,1.0149954493844564,0.07338946280316905,0.13696964165248837,12.889347326894331
Q-Learning (WRS Only),59,9,m4,-10.088519575203625,0.7645381093634228,0.039527243934718855,0.11692054604582927,9.983792014550813
Q-Learning (WRS Only),59,10,m4,-11.641885287495258,0.8982334380405348,0.05069088164516866,0.1333229861770798,11.648794103946944
Q-Learning (WRS Only),59,11,None,0.0,0.0,0.0,0.0,0.0
Q-Learning (WRS Only),59,12,None,0.0,0.0,0.0,0.0,0.0
Q-Learning (WRS Only),59,13,None,0.0,0.0,0.0,0.0,0.0
Q-Learning (WRS Only),59,14,None,0.0,0.0,0.0,0.0,0.0
Q-Learning (WRS Only),59,15,None,0.0,0.0,0.0,0.0,0.0
Q-Learning (WRS Only),60,1,m4,-3.493851751511267,0.42444895288824247,0.19745357396915197,0.01119489811601812,4.468387491202787
Q-Learning (WRS Only),60,2,m4,-6.610200393535018,0.7189228073512866,0.18002372882699433,0.0360604804146048,7.910437681804961
Q-Learning (WRS Only),60,3,m2,-12.012758486057878,1.0608457756567202,0.12613586741649657,0.10828297018278207,12.774117160222843
Q-Learning (WRS Only),60,4,m4,-12.138092077787725,1.0339875583934364,0.10359207525623804,0.11670686232078709,12.674012830350105
Q-Learning (WRS Only),60,5,m4,-13.55698715898839,1.1162136015351025,0.08360394053538119,0.1365445274495588,13.893026564342202
Q-Learning (WRS Only),60,6,m4,-13.505370416041172,1.1022863056639987,0.07683135687019643,0.1375410464051575,13.773683984743137
Q-Learning (WRS Only),60,7,m2,-15.483766046592022,1.250707893700788,0.06697990158883249,0.1573243062736234,15.653565062480348
Q-Learning (WRS Only),60,8,m2,-14.027007891774584,1.1518520528683929,0.0762691709004982,0.13855895360478188,14.289699600779567
Q-Learning (WRS Only),60,9,m4,-12.17057368862315,0.969287546152319,0.055675889725384224,0.1267228562176902,12.227332585876994
Q-Learning (WRS Only),60,10,m4,-13.768998767157747,1.105381529974195,0.06403543873246458,0.14277689273702215,13.909353154482393
Q-Learning (WRS Only),60,11,None,0.0,0.0,0.0,0.0,0.0
Q-Learning (WRS Only),60,12,None,0.0,0.0,0.0,0.0,0.0
Q-Learning (WRS Only),60,13,None,0.0,0.0,0.0,0.0,0.0
Q-Learning (WRS Only),60,14,None,0.0,0.0,0.0,0.0,0.0
Q-Learning (WRS Only),60,15,None,0.0,0.0,0.0,0.0,0.0
Q-Learning (WRS Only),61,1,m4,-2.9520726800042616,0.3580689025386351,0.20267145688476806,0.019904911173279527,3.978787248851942
Q-Learning (WRS Only),61,2,m4,-6.3259550078721665,0.6690991601164509,0.17985486008100465,0.046675600375885196,7.624503608682213
Q-Learning (WRS Only),61,3,m2,-10.394950339326769,0.9001888179881637,0.12793988940247933,0.10862305267349617,11.174349233351561
Q-Learning (WRS Only),61,4,m4,-10.620616053038265,0.879625695402401,0.09939084097777495,0.11591337543960029,11.114524462816014
Q-Learning (WRS Only),61,5,m4,-12.373089596222933,0.9834063909356818,0.08524868511428564,0.14457562690044856,12.725576447365789
Q-Learning (WRS Only),61,6,m4,-12.636035902314644,0.9760299301252986,0.06797753335814838,0.15277559673215718,12.815811235896128
Q-Learning (WRS Only),61,7,m2,-13.664213190371862,1.047831863154035,0.06650388880846089,0.16754667234580609,13.829252078456472
Q-Learning (WRS Only),61,8,m2,-12.7887926927817,0.9939673621999476,0.06932686437866802,0.1521193857284452,12.98206133656838
Q-Learning (WRS Only),61,9,m4,-10.630912014322178,0.8097487056911075,0.045443708729831354,0.12439310223547084,10.58534910162049
Q-Learning (WRS Only),61,10,m4,-12.405189944137263,0.9469983756076144,0.05687192227659608,0.150196270541354,12.473909166903223
Q-Learning (WRS Only),61,11,None,0.0,0.0,0.0,0.0,0.0
Q-Learning (WRS Only),61,12,None,0.0,0.0,0.0,0.0,0.0
Q-Learning (WRS Only),61,13,None,0.0,0.0,0.0,0.0,0.0
Q-Learning (WRS Only),61,14,None,0.0,0.0,0.0,0.0,0.0
Q-Learning (WRS Only),61,15,None,0.0,0.0,0.0,0.0,0.0
Q-Learning (WRS Only),62,1,m4,-3.3050053064103757,0.40798424532405425,0.19450387952207768,0.008510082419530524,4.250044101631152
Q-Learning (WRS Only),62,2,m4,-7.821582510476833,0.7805728121957786,0.16362254637111162,0.0576039926115082,8.957807974187949
Q-Learning (WRS Only),62,3,m2,-12.04734030778975,1.0431909273182958,0.12355492990009086,0.11754901668038496,12.782889606790658
Q-Learning (WRS Only),62,4,m4,-12.510101122128813,1.0254676811864372,0.08930549459168767,0.13242396280906593,12.90315606804569
Q-Learning (WRS Only),62,5,m4,-13.525967681609908,1.071044399428323,0.07180231835758934,0.15167734354512852,13.7439908651858
Q-Learning (WRS Only),62,6,m4,-14.107075216094445,1.1145625717185526,0.06688845233374548,0.15651670111231875,14.2759597394319
Q-Learning (WRS Only),62,7,m2,-14.941905498360587,1.1522464255680522,0.049769229481066525,0.17085667687453657,14.939597793171252
Q-Learning (WRS Only),62,8,m2,-14.633792838514076,1.1391035634540894,0.05192622867932583,0.16310097453832204,14.653055125307334
Q-Learning (WRS Only),62,9,m4,-12.137747366517493,0.9209048932247983,0.033921887362450436,0.13839586539470075,11.976966240141998
Q-Learning (WRS Only),62,10,m4,-13.425460287388608,1.0450512251703643,0.04907941960173774,0.1482871115851172,13.416254483405986
Q-Learning (WRS Only),62,11,None,0.0,0.0,0.0,0.0,0.0
Q-Learning (WRS Only),62,12,None,0.0,0.0,0.0,0.0,0.0
Q-Learning (WRS Only),62,13,None,0.0,0.0,0.0,0.0,0.0
Q-Learning (WRS Only),62,14,None,0.0,0.0,0.0,0.0,0.0
Q-Learning (WRS Only),62,15,None,0.0,0.0,0.0,0.0,0.0
Q-Learning (WRS Only),63,1,m4,-3.465168222974632,0.4108370914899297,0.18527968126798927,0.01047970603776141,4.317965035654525
Q-Learning (WRS Only),63,2,m4,-6.9763810023840716,0.7330246175399272,0.17210115371542295,0.04335731820695149,8.197392539538301
Q-Learning (WRS Only),63,3,m2,-12.273179243796157,1.0568997899968302,0.12208310075541647,0.12125061756910101,12.994010251350321
Q-Learning (WRS Only),63,4,m4,-12.011886571188665,1.000421089389604,0.09631241576625886,0.12353999174776072,12.475010728851254
Q-Learning (WRS Only),63,5,m4,-13.719646112246185,1.0875277809277761,0.06721540031234713,0.15082611530459475,13.891800115369657
Q-Learning (WRS Only),63,6,m4,-13.793353101634223,1.0759573046112303,0.05792442158206026,0.15565121356712613,13.872597317454826
Q-Learning (WRS Only),63,7,m2,-15.167763319610767,1.1595026203771313,0.04876407212576731,0.17801889185485636,15.15540404086844
Q-Learning (WRS Only),63,8,m2,-14.410904165099009,1.1289319819913233,0.06524402471464452,0.16370122961661104,14.563344412245455
