Agent,Episode,Stage,Action,Reward_Step,Raw_WRS,Raw_DIE,Penalty_Fairness
Q-Learning (WRS),361,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),361,2,m_textblob,-0.351677966101695,0.025167796610169494,0.0,0.25167796610169496
Q-Learning (WRS),362,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),362,2,m_textblob,-0.18933333333333335,0.008933333333333333,0.0,0.08933333333333333
Q-Learning (WRS),363,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),363,2,m_textblob,-0.23746575342465753,0.013746575342465752,0.0,0.13746575342465753
Q-Learning (WRS),364,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),364,2,m_textblob,-0.2156666666666666,0.011566666666666659,0.0,0.11566666666666658
Q-Learning (WRS),365,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),365,2,m_textblob,-0.14548275862068966,0.004548275862068967,0.0,0.045482758620689664
Q-Learning (WRS),366,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),366,2,m_textblob,-0.18582456140350875,0.008582456140350875,0.0,0.08582456140350875
Q-Learning (WRS),367,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),367,2,m_textblob,-0.208,0.010799999999999999,0.0,0.10799999999999998
Q-Learning (WRS),368,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),368,2,m_textblob,-0.16769014084507045,0.006769014084507043,0.0,0.06769014084507043
Q-Learning (WRS),369,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),369,2,m_textblob,-0.11605882352941177,0.001605882352941177,0.0,0.01605882352941177
Q-Learning (WRS),370,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),370,2,m_textblob,-0.197030303030303,0.0097030303030303,0.0,0.097030303030303
Q-Learning (WRS),371,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),371,2,m_textblob,-0.14200000000000004,0.004200000000000004,0.0,0.04200000000000004
Q-Learning (WRS),372,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),372,2,m_textblob,-0.24436842105263157,0.014436842105263156,0.0,0.14436842105263156
Q-Learning (WRS),373,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),373,2,m_textblob,-0.20444262295081966,0.010444262295081967,0.0,0.10444262295081967
Q-Learning (WRS),374,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),374,2,m_textblob,-0.23223076923076924,0.013223076923076922,0.0,0.13223076923076924
Q-Learning (WRS),375,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),375,2,m_bf,-8.5,0.84,0.0,8.4
Q-Learning (WRS),376,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),376,2,m_textblob,-0.21620634920634918,0.011620634920634918,0.0,0.11620634920634919
Q-Learning (WRS),377,1,trans_danish,-0.5,0.0,0.0,0.0
Q-Learning (WRS),377,2,m_dbert,-1.228842105263158,0.11288421052631578,0.0,1.1288421052631579
Q-Learning (WRS),378,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),378,2,m_gru,-0.6489444444444444,0.05489444444444445,0.0,0.5489444444444445
Q-Learning (WRS),379,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),379,2,m_textblob,-0.21572727272727277,0.011572727272727274,0.0,0.11572727272727275
Q-Learning (WRS),380,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),380,2,m_textblob,-0.1370322580645161,0.0037032258064516104,0.0,0.037032258064516106
Q-Learning (WRS),381,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),381,2,m_textblob,-0.24368965517241375,0.014368965517241376,0.0,0.14368965517241375
Q-Learning (WRS),382,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),382,2,m_textblob,-0.3185862068965517,0.02185862068965517,0.0,0.21858620689655167
Q-Learning (WRS),383,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),383,2,m_textblob,-0.12062500000000008,0.0020625000000000075,0.0,0.020625000000000074
Q-Learning (WRS),384,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),384,2,m_textblob,-0.15066666666666675,0.005066666666666675,0.0,0.05066666666666675
Q-Learning (WRS),385,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),385,2,m_textblob,-0.20006249999999995,0.010006249999999994,0.0,0.10006249999999994
Q-Learning (WRS),386,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),386,2,m_textblob,-0.1521764705882353,0.005217647058823529,0.0,0.05217647058823529
Q-Learning (WRS),387,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),387,2,m_textblob,-0.16838461538461538,0.006838461538461538,0.0,0.06838461538461538
Q-Learning (WRS),388,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),388,2,m_textblob,-0.2204545454545455,0.012045454545454548,0.0,0.12045454545454548
Q-Learning (WRS),389,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),389,2,m_textblob,-0.12253968253968256,0.0022539682539682556,0.0,0.022539682539682554
Q-Learning (WRS),390,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),390,2,m_textblob,-0.16809677419354838,0.006809677419354837,0.0,0.06809677419354837
Q-Learning (WRS),391,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),391,2,m_textblob,-0.15444444444444447,0.005444444444444446,0.0,0.05444444444444446
Q-Learning (WRS),392,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),392,2,m_textblob,-0.13211764705882356,0.003211764705882354,0.0,0.03211764705882354
Q-Learning (WRS),393,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),393,2,m_textblob,-0.2181428571428572,0.01181428571428572,0.0,0.1181428571428572
Q-Learning (WRS),394,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),394,2,m_textblob,-0.14873684210526317,0.004873684210526317,0.0,0.048736842105263176
Q-Learning (WRS),395,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),395,2,m_textblob,-0.35631034482758617,0.025631034482758618,0.0,0.2563103448275862
Q-Learning (WRS),396,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),396,2,m_textblob,-0.22545454545454546,0.012545454545454545,0.0,0.12545454545454546
Q-Learning (WRS),397,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),397,2,m_textblob,-0.11710958904109593,0.0017109589041095926,0.0,0.017109589041095927
Q-Learning (WRS),398,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),398,2,m_textblob,-0.17632258064516132,0.007632258064516132,0.0,0.07632258064516133
Q-Learning (WRS),399,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),399,2,m_textblob,-0.1636666666666667,0.006366666666666671,0.0,0.0636666666666667
Q-Learning (WRS),400,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),400,2,m_textblob,-0.38036363636363646,0.02803636363636364,0.0,0.2803636363636364
Q-Learning (WRS),401,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),401,2,m_textblob,-0.2956923076923077,0.01956923076923077,0.0,0.1956923076923077
Q-Learning (WRS),402,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),402,2,m_textblob,-0.17872131147540984,0.007872131147540984,0.0,0.07872131147540984
Q-Learning (WRS),403,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),403,2,m_textblob,-0.3056470588235295,0.020564705882352947,0.0,0.20564705882352946
Q-Learning (WRS),404,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),404,2,m_textblob,-0.1413333333333334,0.004133333333333339,0.0,0.04133333333333339
Q-Learning (WRS),405,1,trans_danish,-0.5,0.0,0.0,0.0
Q-Learning (WRS),405,2,m_bf,-9.1,0.9,0.0,9.0
Q-Learning (WRS),406,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),406,2,m_textblob,-0.13533333333333333,0.0035333333333333328,0.0,0.03533333333333333
Q-Learning (WRS),407,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),407,2,m_textblob,-0.26051612903225807,0.016051612903225803,0.0,0.16051612903225804
Q-Learning (WRS),408,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),408,2,m_textblob,-0.1205901639344262,0.0020590163934426195,0.0,0.020590163934426194
Q-Learning (WRS),409,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),409,2,m_textblob,-0.1225,0.0022499999999999994,0.0,0.022499999999999992
Q-Learning (WRS),410,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),410,2,m_textblob,-0.1042622950819672,0.00042622950819671965,0.0,0.004262295081967196
Q-Learning (WRS),411,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),411,2,m_textblob,-0.17447058823529416,0.007447058823529413,0.0,0.07447058823529414
Q-Learning (WRS),412,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),412,2,m_textblob,-0.14200000000000002,0.0042,0.0,0.041999999999999996
Q-Learning (WRS),413,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),413,2,m_textblob,-0.3448983050847457,0.02448983050847457,0.0,0.2448983050847457
Q-Learning (WRS),414,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),414,2,m_textblob,-0.15342857142857147,0.005342857142857145,0.0,0.05342857142857145
Q-Learning (WRS),415,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),415,2,m_textblob,-0.20635714285714285,0.010635714285714283,0.0,0.10635714285714283
Q-Learning (WRS),416,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),416,2,m_textblob,-0.12652542372881356,0.0026525423728813555,0.0,0.026525423728813554
Q-Learning (WRS),417,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),417,2,m_textblob,-0.22980645161290325,0.012980645161290326,0.0,0.12980645161290325
Q-Learning (WRS),418,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),418,2,m_textblob,-0.14290909090909096,0.004290909090909095,0.0,0.04290909090909095
Q-Learning (WRS),419,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),419,2,m_textblob,-0.19399999999999998,0.009399999999999997,0.0,0.09399999999999997
Q-Learning (WRS),420,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),420,2,m_textblob,-0.10058490566037738,5.8490566037738e-05,0.0,0.00058490566037738
Q-Learning (WRS),421,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),421,2,m_textblob,-0.10168852459016399,0.0001688524590163986,0.0,0.001688524590163986
Q-Learning (WRS),422,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),422,2,m_textblob,-0.3755172413793104,0.027551724137931038,0.0,0.2755172413793104
Q-Learning (WRS),423,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),423,2,m_textblob,-0.146,0.004599999999999999,0.0,0.04599999999999999
Q-Learning (WRS),424,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),424,2,m_textblob,-0.16574999999999995,0.006574999999999993,0.0,0.06574999999999993
Q-Learning (WRS),425,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),425,2,m_textblob,-0.18107042253521125,0.008107042253521124,0.0,0.08107042253521124
Q-Learning (WRS),426,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),426,2,m_textblob,-0.2648245614035088,0.01648245614035088,0.0,0.1648245614035088
Q-Learning (WRS),427,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),427,2,m_textblob,-0.11852238805970149,0.0018522388059701478,0.0,0.018522388059701477
Q-Learning (WRS),428,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),428,2,m_textblob,-0.25789830508474576,0.015789830508474576,0.0,0.15789830508474575
Q-Learning (WRS),429,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),429,2,m_textblob,-0.32345454545454544,0.022345454545454547,0.0,0.22345454545454546
Q-Learning (WRS),430,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),430,2,m_textblob,-0.23167605633802818,0.013167605633802818,0.0,0.13167605633802817
Q-Learning (WRS),431,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),431,2,m_textblob,-0.25667796610169485,0.015667796610169486,0.0,0.15667796610169485
Q-Learning (WRS),432,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),432,2,m_textblob,-0.15000000000000005,0.0050000000000000044,0.0,0.050000000000000044
Q-Learning (WRS),433,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),433,2,m_textblob,-0.10866666666666672,0.0008666666666666712,0.0,0.008666666666666711
Q-Learning (WRS),434,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),434,2,m_textblob,-0.107,0.0006999999999999987,0.0,0.006999999999999987
Q-Learning (WRS),435,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),435,2,m_textblob,-0.2148181818181818,0.01148181818181818,0.0,0.11481818181818179
Q-Learning (WRS),436,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),436,2,m_textblob,-0.19319354838709674,0.009319354838709673,0.0,0.09319354838709673
Q-Learning (WRS),437,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),437,2,m_textblob,-0.1125087719298246,0.0012508771929824593,0.0,0.012508771929824592
Q-Learning (WRS),438,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),438,2,m_textblob,-0.1985652173913044,0.00985652173913044,0.0,0.09856521739130439
Q-Learning (WRS),439,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),439,2,m_textblob,-0.21900000000000003,0.011900000000000003,0.0,0.11900000000000002
Q-Learning (WRS),440,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),440,2,m_textblob,-0.23874626865671641,0.013874626865671641,0.0,0.1387462686567164
Q-Learning (WRS),441,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),441,2,m_textblob,-0.13638461538461535,0.0036384615384615344,0.0,0.03638461538461534
Q-Learning (WRS),442,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),442,2,m_textblob,-0.2979016393442623,0.01979016393442623,0.0,0.1979016393442623
Q-Learning (WRS),443,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),443,2,m_textblob,-0.11300000000000002,0.0013000000000000012,0.0,0.013000000000000012
Q-Learning (WRS),444,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),444,2,m_textblob,-0.3115774647887324,0.021157746478873238,0.0,0.21157746478873238
Q-Learning (WRS),445,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),445,2,m_textblob,-0.31555555555555564,0.021555555555555564,0.0,0.21555555555555564
Q-Learning (WRS),446,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),446,2,m_textblob,-0.1643220338983051,0.00643220338983051,0.0,0.0643220338983051
Q-Learning (WRS),447,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),447,2,m_textblob,-0.1552459016393443,0.005524590163934428,0.0,0.05524590163934428
Q-Learning (WRS),448,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),448,2,m_textblob,-0.20705263157894738,0.010705263157894739,0.0,0.10705263157894739
Q-Learning (WRS),449,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),449,2,m_textblob,-0.20466666666666672,0.010466666666666671,0.0,0.10466666666666671
Q-Learning (WRS),450,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),450,2,m_textblob,-0.2033548387096774,0.010335483870967742,0.0,0.10335483870967742
Q-Learning (WRS),451,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),451,2,m_textblob,-0.22261538461538463,0.012261538461538463,0.0,0.12261538461538463
Q-Learning (WRS),452,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),452,2,m_textblob,-0.1382028985507247,0.0038202898550724687,0.0,0.03820289855072469
Q-Learning (WRS),453,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),453,2,m_textblob,-0.27,0.016999999999999998,0.0,0.16999999999999998
Q-Learning (WRS),454,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),454,2,m_textblob,-0.27716666666666673,0.017716666666666672,0.0,0.17716666666666672
Q-Learning (WRS),455,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),455,2,m_textblob,-0.2991034482758621,0.019910344827586208,0.0,0.19910344827586207
Q-Learning (WRS),456,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),456,2,m_textblob,-0.28403389830508474,0.018403389830508474,0.0,0.18403389830508474
Q-Learning (WRS),457,1,trans_danish,-0.5,0.0,0.0,0.0
Q-Learning (WRS),457,2,m_textblob,-0.24893650793650793,0.014893650793650792,0.0,0.14893650793650792
Q-Learning (WRS),458,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),458,2,m_textblob,-0.20282352941176465,0.010282352941176465,0.0,0.10282352941176465
Q-Learning (WRS),459,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),459,2,m_textblob,-0.17480952380952372,0.007480952380952372,0.0,0.07480952380952371
Q-Learning (WRS),460,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),460,2,m_textblob,-0.15996969696969696,0.005996969696969695,0.0,0.05996969696969695
Q-Learning (WRS),461,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),461,2,m_textblob,-0.22781818181818178,0.012781818181818179,0.0,0.12781818181818178
Q-Learning (WRS),462,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),462,2,m_textblob,-0.33000000000000007,0.023000000000000007,0.0,0.23000000000000007
Q-Learning (WRS),463,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),463,2,m_textblob,-0.10062264150943395,6.226415094339451e-05,0.0,0.0006226415094339452
Q-Learning (WRS),464,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),464,2,m_textblob,-0.16578947368421054,0.006578947368421053,0.0,0.06578947368421054
Q-Learning (WRS),465,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),465,2,m_dbert,-0.15068852459016394,0.005068852459016393,0.0,0.05068852459016393
Q-Learning (WRS),466,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),466,2,m_textblob,-0.1691095890410959,0.006910958904109591,0.0,0.0691095890410959
Q-Learning (WRS),467,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),467,2,m_textblob,-0.1416428571428571,0.004164285714285709,0.0,0.04164285714285709
Q-Learning (WRS),468,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),468,2,m_textblob,-0.22486440677966102,0.012486440677966101,0.0,0.12486440677966101
Q-Learning (WRS),469,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),469,2,m_textblob,-0.158,0.0058,0.0,0.057999999999999996
Q-Learning (WRS),470,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),470,2,m_textblob,-0.10109090909090906,0.00010909090909090661,0.0,0.001090909090909066
Q-Learning (WRS),471,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),471,2,m_textblob,-0.32172413793103444,0.022172413793103442,0.0,0.22172413793103443
Q-Learning (WRS),472,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),472,2,m_textblob,-0.3282258064516129,0.022822580645161294,0.0,0.22822580645161294
Q-Learning (WRS),473,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),473,2,m_textblob,-0.15736363636363637,0.005736363636363638,0.0,0.05736363636363638
Q-Learning (WRS),474,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),474,2,m_textblob,-0.2014193548387097,0.01014193548387097,0.0,0.1014193548387097
Q-Learning (WRS),475,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),475,2,m_textblob,-0.10322222222222226,0.00032222222222222493,0.0,0.0032222222222222496
Q-Learning (WRS),476,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),476,2,m_textblob,-0.24120754716981133,0.014120754716981132,0.0,0.14120754716981132
Q-Learning (WRS),477,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),477,2,m_textblob,-0.2719090909090909,0.017190909090909087,0.0,0.17190909090909087
Q-Learning (WRS),478,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),478,2,m_textblob,-0.23975342465753427,0.013975342465753425,0.0,0.13975342465753426
Q-Learning (WRS),479,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),479,2,m_textblob,-0.22499999999999998,0.012499999999999997,0.0,0.12499999999999997
Q-Learning (WRS),480,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),480,2,m_textblob,-0.21831746031746033,0.011831746031746032,0.0,0.11831746031746032
Q-Learning (WRS),481,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),481,2,m_textblob,-0.208,0.010799999999999999,0.0,0.10799999999999998
Q-Learning (WRS),482,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),482,2,m_textblob,-0.1701111111111111,0.0070111111111111095,0.0,0.0701111111111111
Q-Learning (WRS),483,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),483,2,m_textblob,-0.19723076923076927,0.009723076923076925,0.0,0.09723076923076925
Q-Learning (WRS),484,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),484,2,m_textblob,-0.10293220338983053,0.00029322033898305274,0.0,0.0029322033898305276
Q-Learning (WRS),485,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),485,2,m_textblob,-0.11535714285714285,0.0015357142857142848,0.0,0.015357142857142847
Q-Learning (WRS),486,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),486,2,m_textblob,-0.13224657534246576,0.0032246575342465764,0.0,0.032246575342465764
Q-Learning (WRS),487,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),487,2,m_textblob,-0.14933333333333332,0.004933333333333331,0.0,0.04933333333333331
Q-Learning (WRS),488,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),488,2,m_textblob,-0.2148965517241379,0.01148965517241379,0.0,0.1148965517241379
Q-Learning (WRS),489,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),489,2,m_textblob,-0.1287301587301587,0.00287301587301587,0.0,0.028730158730158703
Q-Learning (WRS),490,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),490,2,m_textblob,-0.21964912280701754,0.011964912280701753,0.0,0.11964912280701753
Q-Learning (WRS),491,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),491,2,m_textblob,-0.21353846153846157,0.011353846153846157,0.0,0.11353846153846157
Q-Learning (WRS),492,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),492,2,m_gru,-0.9497611940298506,0.08497611940298506,0.0,0.8497611940298506
Q-Learning (WRS),493,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),493,2,m_textblob,-0.11224999999999999,0.001224999999999999,0.0,0.01224999999999999
Q-Learning (WRS),494,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),494,2,m_textblob,-0.10165217391304349,0.00016521739130434852,0.0,0.0016521739130434853
Q-Learning (WRS),495,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),495,2,m_textblob,-0.14300000000000002,0.004300000000000001,0.0,0.04300000000000001
Q-Learning (WRS),496,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),496,2,m_textblob,-0.20815254237288128,0.010815254237288128,0.0,0.10815254237288129
Q-Learning (WRS),497,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),497,2,m_textblob,-0.29885245901639346,0.019885245901639342,0.0,0.19885245901639342
Q-Learning (WRS),498,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),498,2,m_textblob,-0.14323529411764707,0.004323529411764706,0.0,0.04323529411764706
Q-Learning (WRS),499,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),499,2,m_textblob,-0.22148275862068964,0.012148275862068963,0.0,0.12148275862068963
Heuristic,0,1,trans_none,0.0,0.0,0.0,0.0
Heuristic,0,2,m_textblob,-0.1256865671641792,0.002568656716417918,0.0,0.025686567164179178
Heuristic,1,1,trans_none,0.0,0.0,0.0,0.0
Heuristic,1,2,m_textblob,-0.13363636363636366,0.003363636363636367,0.0,0.033636363636363666
Heuristic,2,1,trans_none,0.0,0.0,0.0,0.0
Heuristic,2,2,m_textblob,-0.15446153846153846,0.005446153846153845,0.0,0.05446153846153845
Heuristic,3,1,trans_none,0.0,0.0,0.0,0.0
Heuristic,3,2,m_textblob,-0.1556949152542374,0.005569491525423738,0.0,0.05569491525423738
Heuristic,4,1,trans_none,0.0,0.0,0.0,0.0
Heuristic,4,2,m_textblob,-0.23478571428571426,0.013478571428571427,0.0,0.13478571428571426
Heuristic,5,1,trans_none,0.0,0.0,0.0,0.0
Heuristic,5,2,m_textblob,-0.19916393442622948,0.009916393442622948,0.0,0.09916393442622948
Heuristic,6,1,trans_none,0.0,0.0,0.0,0.0
Heuristic,6,2,m_textblob,-0.2253333333333333,0.01253333333333333,0.0,0.1253333333333333
Heuristic,7,1,trans_none,0.0,0.0,0.0,0.0
Heuristic,7,2,m_gru,-0.4099999999999999,0.030999999999999996,0.0,0.30999999999999994
Heuristic,8,1,trans_none,0.0,0.0,0.0,0.0
Heuristic,8,2,m_textblob,-0.19627118644067798,0.009627118644067798,0.0,0.09627118644067797
Heuristic,9,1,trans_none,0.0,0.0,0.0,0.0
Heuristic,9,2,m_textblob,-0.3791034482758622,0.027910344827586215,0.0,0.27910344827586214
Heuristic,10,1,trans_none,0.0,0.0,0.0,0.0
Heuristic,10,2,m_textblob,-0.29100000000000004,0.019100000000000002,0.0,0.19100000000000003
Heuristic,11,1,trans_none,0.0,0.0,0.0,0.0
Heuristic,11,2,m_textblob,-0.10869696969696976,0.0008696969696969762,0.0,0.008696969696969762
Heuristic,12,1,trans_none,0.0,0.0,0.0,0.0
Heuristic,12,2,m_textblob,-0.3657407407407408,0.026574074074074076,0.0,0.2657407407407408
Heuristic,13,1,trans_none,0.0,0.0,0.0,0.0
Heuristic,13,2,m_textblob,-0.38744827586206887,0.02874482758620689,0.0,0.2874482758620689
Heuristic,14,1,trans_none,0.0,0.0,0.0,0.0
Heuristic,14,2,m_textblob,-0.27722950819672126,0.017722950819672127,0.0,0.17722950819672126
Heuristic,15,1,trans_none,0.0,0.0,0.0,0.0
Heuristic,15,2,m_textblob,-0.15675438596491223,0.005675438596491222,0.0,0.056754385964912224
Heuristic,16,1,trans_none,0.0,0.0,0.0,0.0
Heuristic,16,2,m_random,-0.11812698412698425,0.0018126984126984236,0.0,0.018126984126984234
Heuristic,17,1,trans_none,0.0,0.0,0.0,0.0
Heuristic,17,2,m_textblob,-0.30900000000000005,0.020900000000000002,0.0,0.20900000000000002
Heuristic,18,1,trans_none,0.0,0.0,0.0,0.0
Heuristic,18,2,m_textblob,-0.17435714285714293,0.007435714285714292,0.0,0.07435714285714293
Heuristic,19,1,trans_none,0.0,0.0,0.0,0.0
Heuristic,19,2,m_textblob,-0.17363934426229516,0.007363934426229514,0.0,0.07363934426229514
Heuristic,20,1,trans_none,0.0,0.0,0.0,0.0
